unique_id,COG category,COG_FUNCTION_ACC,COG_FUNCTION,Variable Importance,Marinobacter_sp_X15_166B,Marinobacter_zhejiangensis_CGMCC_1_7061,Marinobacter_mobilis_GCMCC_1_7059,Marinobacter_lipolyticus_SM19,Marinobacter_sp_FDB33,Marinobacter_sp_HL_58,Marinobacter_algicola_DG893,Marinobacter_sp_CPC8,Marinobacter_sp_C18,Marinobacter_sp_HK15,Marinobacter_salarius_SMR5,Marinobacter_sp_LQ44,Marinobacter_excellens_LAMA_842,Marinobacter_hydrocarbonoclasticus_STW2,Marinobacter_sp_ES_1,Marinobacter_vinifirmus_FB1,Marinobacter_sp_P4B1,Marinobacter_sp_tcs_11,Marinobacter_sp_EVN1,Marinobacter_sp_C1S70,Marinobacter_sp_EN3,Marinobacter_hydrocarbonoclasticus_ASM1536,Marinobacter_hydrocarbonoclasticus_ATCC_49840,Marinobacter_sp_BSs20148,Marinobacter_psychrophilus_20041,Marinobacter_aromaticivorans_strain_D15_8P,Marinobacter_salexigens_strain_HJR7,Marinobacter_sp_LV10R510_8,Marinobacter_sp_LV10R510_11A,Marinobacter_sp_ANT_B65,Marinobacter_antarcticus_CGMCC1_10835,Marinobacter_adhaerens_strain_PBVC038,Marinobacter_sp_EhN04,Marinobacter_sp_EhC06,Marinobacter_sp_ES_048,Marinobacter_sp_ES_042,Marinobacter_adhaerens_HP15,Marinobacter_manganoxydans_MnI7_9,Marinobacter_flavimaris,Marinobacter_sp_CP1
PC_00007170,U,COG2911,Autotransporter translocation and assembly factor TamB,0.013406806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
PC_00003467,T,COG2205,K+-sensing histidine kinase KdpD,0.01340263,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1
PC_00005054,Q,COG4665,TRAP-type mannitol/chloroaromatic compound transport system - small permease component,0.013353065,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00003785,E,COG0709,Selenophosphate synthase,0.013313142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
PC_00010461,K,COG5662,Transmembrane transcriptional regulator (anti-sigma factor RsiW),0.013311307,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00004683,T|K,COG0745,DNA-binding response regulator - OmpR family - contains REC and winged-helix (wHTH) domain,0.013156586,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
PC_00013247,K,COG2207,AraC-type DNA-binding domain and AraC-containing proteins,0.0131217,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00005349,G,COG2379,Glycerate-2-kinase,0.013085895,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00005221,S,COG5429,Uncharacterized protein,0.013080696,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00004404,R,COG1408,Predicted phosphohydrolase - MPP superfamily,0.013077802,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
PC_00005743,M,COG3203,Outer membrane protein (porin),0.013011606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00003026,C,COG1853,NADH-FMN oxidoreductase RutF - flavin reductase (DIM6/NTAB) family,0.013009078,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
PC_00003324,O,COG1404,Serine protease - subtilisin family,0.012952308,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
PC_00005903,K,COG5662,Transmembrane transcriptional regulator (anti-sigma factor RsiW),0.012950812,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00004494,S,COG4269,Uncharacterized membrane protein YjgN - DUF898 family,0.012919054,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00012120,E,COG0076,Glutamate or tyrosine decarboxylase or a related PLP-dependent protein,0.0129113,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00003524,C,COG3258,Cytochrome c,0.012849802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
PC_00005370,O,COG1404,Serine protease - subtilisin family,0.012828727,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00003458,S,COG3602,Uncharacterized protein,0.012824057,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
PC_00005068,,,,0.012821288,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00003260,R,COG0300,Short-chain dehydrogenase,0.012815052,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
PC_00004460,,,,0.012809148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PC_00006224,W|U,COG5010,Flp pilus assembly protein TadD - contains TPR repeats,0.012805924,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00006006,R,COG3573,Predicted oxidoreductase,0.012796627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
PC_00007450,K|T,COG0745|COG1639,DNA-binding response regulator - OmpR family - contains REC and winged-helix (wHTH) domain|HD-like signal output (HDOD) domain - no enzymatic activity,0.012773783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
PC_00001875,,,,0.012738501,2,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00005545,Q,COG0346,Catechol 2 -3-dioxygenase or other lactoylglutathione lyase family enzyme,0.012720282,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00004430,C,COG0277,FAD/FMN-containing dehydrogenase,0.012694496,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
PC_00005502,R,COG4782,Esterase/lipase superfamily enzyme,0.012642604,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00004677,T|K,COG3706,Two-component response regulator - PleD family - consists of two REC domains and a diguanylate cyclase (GGDEF) domain,0.012627829,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00009492,E,COG0687,Spermidine/putrescine-binding periplasmic protein,0.012568126,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00002677,C,COG2041,Periplasmic DMSO/TMAO reductase YedYZ - molybdopterin-dependent catalytic subunit,0.012530973,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,1,1,1,1,1
PC_00002653,E,COG0079,Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase,0.012510641,1,1,2,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
PC_00011543,R,COG0457,Tetratricopeptide (TPR) repeat,0.012480733,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00004408,O,COG2234,Zn-dependent amino- or carboxypeptidase - M28 family,0.01247722,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00003823,K,COG1396,Transcriptional regulator - contains XRE-family HTH domain,0.01246033,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
PC_00005371,,,,0.012460224,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PC_00005243,S,COG3748,Uncharacterized membrane protein,0.012440155,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00002525,M,COG1376,Lipoprotein-anchoring transpeptidase ErfK/SrfK,0.01243897,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
PC_00013316,,,,0.012407901,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00004523,,,,0.012367234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PC_00005497,,,,0.012304994,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00012662,O,COG2168,Sulfur transfer complex TusBCD TusB component - DsrH family,0.012290331,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00010444,P|T,COG0038|COG0517,H+/Cl- antiporter ClcA|CBS domain,0.012274432,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00005552,T,COG2199|COG2200,GGDEF domain - diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants|EAL domain - c-di-GMP-specific phosphodiesterase class I (or its enzymatically inactive variant),0.012262675,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00005699,R,COG3214,Uncharacterized conserved protein YcaQ - contains winged helix DNA-binding domain,0.012257076,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00005973,R,COG0457,Tetratricopeptide (TPR) repeat,0.01224445,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00002107,K,COG1595,DNA-directed RNA polymerase specialized sigma subunit - sigma24 family,0.012237123,2,1,2,1,1,1,1,1,1,1,1,1,2,1,0,0,0,1,2,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1
PC_00009633,W|U,COG3745,Flp pilus assembly protein CpaB,0.012221349,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00010101,,,,0.012189491,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00005308,R,COG0457|COG0457|COG0457,Tetratricopeptide (TPR) repeat|Tetratricopeptide (TPR) repeat|Tetratricopeptide (TPR) repeat,0.012156692,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00004962,O,COG0625,Glutathione S-transferase,0.012095847,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00009510,W|U,COG4961,Flp pilus assembly protein TadG,0.01208317,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00002684,T|N,COG0840,Methyl-accepting chemotaxis protein,0.012063907,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,2,1,1,1,0,0,1,1,1
PC_00009625,,,,0.01201534,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00005593,T|K,COG2199|COG2203|COG3829,GGDEF domain - diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants|GAF domain|Transcriptional regulator containing PAS - AAA-type ATPase - and DNA-binding Fis domains,0.011980513,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00002749,I,COG1022,Long-chain acyl-CoA synthetase (AMP-forming),0.011956301,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00003496,R|G|E,COG0697,Permease of the drug/metabolite transporter (DMT) superfamily,0.011933506,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,2,1,0
PC_00002762,I,COG1075,Triacylglycerol esterase/lipase EstA - alpha/beta hydrolase fold,0.011912846,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1
PC_00004127,I|R,COG2303,Choline dehydrogenase or related flavoprotein,0.011901839,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1
PC_00006234,J|U,COG0252,L-asparaginase/archaeal Glu-tRNAGln amidotransferase subunit D,0.011886616,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00004425,,,,0.011885237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
PC_00001937,R,COG0663,Carbonic anhydrase or acetyltransferase - isoleucine patch superfamily,0.011860688,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00005506,K,COG2207,AraC-type DNA-binding domain and AraC-containing proteins,0.011835758,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00005655,,,,0.011828463,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00002229,,,,0.011820769,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00012971,,,,0.011786148,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00006546,,,,0.011764548,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00002568,H,COG1492,Cobyric acid synthase,0.011759203,1,1,2,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,0,1,1,1,1,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0
PC_00004650,P,COG3781,Predicted membrane chloride channel - bestrophin family,0.011737657,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PC_00004645,W|N,COG3166,Tfp pilus assembly protein PilN,0.011712833,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00013891,P,COG4264,Siderophore synthetase component,0.011698151,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00005479,E,COG1280,Threonine/homoserine/homoserine lactone efflux protein,0.01165377,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00003891,O,COG3484,Predicted proteasome-type protease,0.011649593,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PC_00001877,T|K,COG0745|COG5001,DNA-binding response regulator - OmpR family - contains REC and winged-helix (wHTH) domain|Predicted signal transduction protein containing a membrane domain - an EAL and a GGDEF domain,0.011617022,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00002317,H,COG1985,Pyrimidine reductase - riboflavin biosynthesis,0.011590686,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00004718,S,COG5519,Uncharcterized protein - DUF927 family,0.01158828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PC_00004828,V,COG2367,Beta-lactamase class A,0.011566898,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00002319,E|H,COG0115,Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase,0.011564888,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00003715,T,COG2203|COG2203|COG2205,GAF domain|GAF domain|K+-sensing histidine kinase KdpD,0.011562498,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1
PC_00003101,T,COG1073,Fermentation-respiration switch protein FrsA - has esterase activity - DUF1100 family,0.011553527,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
PC_00005603,G,COG2814,Predicted arabinose efflux permease - MFS family,0.011508831,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00002972,Q|V,COG2124,Cytochrome P450,0.01149689,0,0,2,1,1,0,0,1,0,0,0,2,2,2,1,1,1,1,2,1,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0
PC_00005507,S,COG5572,Uncharacterized membrane protein,0.011488478,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00005648,S,COG3791,Uncharacterized conserved protein,0.011429491,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00005631,T|N,COG0840,Methyl-accepting chemotaxis protein,0.011399205,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00005496,I,COG2084,3-hydroxyisobutyrate dehydrogenase or related beta-hydroxyacid dehydrogenase,0.011336153,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00004758,K|X,COG3311,Predicted DNA-binding transcriptional regulator AlpA,0.011322599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PC_00003579,D,COG4942,Septal ring factor EnvC - activator of murein hydrolases AmiA and AmiB,0.011317596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
PC_00007573,R,COG3687,Predicted metal-dependent hydrolase,0.011281304,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PC_00002722,E,COG0411,ABC-type branched-chain amino acid transport system - ATPase component,0.011267769,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00004950,L|X,COG0582,Integrase,0.011254909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PC_00003225,C,COG0356,FoF1-type ATP synthase - membrane subunit a,0.011248144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0
PC_00005223,S,COG4729,Uncharacterized protein,0.01122318,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00001781,O,COG0501,Zn-dependent protease with chaperone function,0.011166212,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1
PC_00006997,Q,COG2050,Acyl-coenzyme A thioesterase PaaI - contains HGG motif,0.011132194,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00005157,K,COG1802,DNA-binding transcriptional regulator - GntR family,0.011050516,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00004812,T|E,COG0834,ABC-type amino acid transport/signal transduction system - periplasmic component/domain,0.011039919,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PC_00004926,,,,0.011036799,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00007382,P,COG2072,Predicted flavoprotein CzcO associated with the cation diffusion facilitator CzcD,0.011015464,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PC_00014490,,,,0.011008362,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00004294,C,COG1269,Archaeal/vacuolar-type H+-ATPase subunit I/STV1,0.010985209,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PC_00002357,C|K,COG0348|COG3901,Polyferredoxin|Regulator of nitric oxide reductase transcription,0.010983824,0,0,0,1,1,1,1,1,2,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,2,1,1,1,1
PC_00005634,S,COG2259,Uncharacterized membrane protein YphA - DoxX/SURF4 family,0.010973705,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00003062,,,,0.010951341,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,2,1,1,1
PC_00002395,P,COG2072,Predicted flavoprotein CzcO associated with the cation diffusion facilitator CzcD,0.010897005,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
PC_00002082,R,COG0457,Tetratricopeptide (TPR) repeat,0.010863381,0,0,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
PC_00005635,G,COG3979|COG3979,Chitodextrinase|Chitodextrinase,0.010838044,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
